anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
17887,Ichirin-sha,UNKNOWN,一輪者 ICHIRIN-SHA,5.85,"Action, Sci-Fi","On a planet very similar to the earth... Here, the missile mechanoids started to have its own will and control, and were driving the human beings into serious danger. Shaleen was the last ICHIRIN-SHA (unicyclist) in the world, traveling the world on his beat up motor unicycle. One day, when Shaleen was running from the attacks of the missile mechanoids, he stops by a ghost town and meets a mysterious girl who was constantly targeted by the mechanoids.

Note: Originally meant to be a full length movie, the project was cancelled, but a 7 minutes long trailer was released before that.

(Source: AniDB)",ONA,1.0,"Sep 24, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Nomad,Original,7 min,PG-13 - Teens 13 or older,9486.0,10941,0,754.0,1825,https://cdn.myanimelist.net/images/anime/7/47679.jpg
17891,Namida no Tsubomi,UNKNOWN,涙の蕾,5.65,Slice of Life,"An animated music video shown in the NHK program 'Minna no Uta,' sung by CECIL.",Music,1.0,"Jun 1, 2005",UNKNOWN,Finished Airing,NHK,UNKNOWN,UNKNOWN,Original,2 min,G - All Ages,UNKNOWN,16758,0,128.0,336,https://cdn.myanimelist.net/images/anime/12/47683.jpg
17893,Cheonbangjichuk Hani,UNKNOWN,천방지축 하니,5.91,"Comedy, Drama, Sports","Sequel of Dallyeola Hani.

Hany is a small tomboy and slightly troublesome teenager who lives life a bit carelessly on her own since her Father lives abroad due to work in the Middle East and her Mother died when she was very small. The only thing Hany is very good at is running~ fast!

(Source: Cute in Korea)",TV,13.0,1988 to 1989,UNKNOWN,Finished Airing,KBS,UNKNOWN,Daewon Media,Unknown,20 min per ep,UNKNOWN,9223.0,15195,0,147.0,469,https://cdn.myanimelist.net/images/anime/11/48715.jpg
17895,Golden Time,Golden Time,ゴールデンタイム,7.74,"Comedy, Romance","Due to a tragic accident, Banri Tada is struck with amnesia, dissolving the memories of his hometown and past. However, after befriending Mitsuo Yanagisawa, he decides to move on and begin a new life at law school in Tokyo. But just as he is beginning to adjust to his college life, the beautiful Kouko Kaga dramatically barges into Banri's life, and their chance meeting marks the beginning of an unforgettable year. 

After having a glimpse of college life, Banri learns that he is in a new place and a new world—a place where he can be reborn, have new friends, fall in love, make mistakes, and grow. And as he begins to discover who he was, the path he has chosen leads him towards a blindingly bright life that he will never want to forget.",TV,24.0,"Oct 4, 2013 to Mar 28, 2014",fall 2013,Finished Airing,"Genco, Starchild Records",Sentai Filmworks,J.C.Staff,Light novel,24 min per ep,PG-13 - Teens 13 or older,1041.0,147,12704,523969.0,990104,https://cdn.myanimelist.net/images/anime/12/52091.jpg
17897,Hana wa Saku,Flowers Will Bloom,花は咲く,6.18,UNKNOWN,"""Hana wa Saku"" is a song written by Shunji Iwai and Yoko Kanno to support NHK's reconstruction efforts in the areas hardest hit by the 2011 Great Eastern Japan Earthquake. An animated music video was created in commemoration of the two-year anniversary of the disaster and broadcast on NHK G.",Special,1.0,"Mar 20, 2013",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,MAPPA,Original,4 min,G - All Ages,7980.0,10712,2,927.0,1979,https://cdn.myanimelist.net/images/anime/5/47699.jpg
17901,All Alone With You,UNKNOWN,All Alone With You,7.22,Fantasy,"""All Alone With You"" is the fourth single by the music group EGOIST and is used as the second ending theme song of Psycho-Pass. The limited edition release includes a DVD with an animated music video.",Music,1.0,"Mar 6, 2013",UNKNOWN,Finished Airing,Sony Music Entertainment,UNKNOWN,8bit,Music,5 min,G - All Ages,UNKNOWN,4799,55,10032.0,17923,https://cdn.myanimelist.net/images/anime/6/47703.jpg
17903,Otokogi,UNKNOWN,男樹,UNKNOWN,UNKNOWN,"After his father leaves when he is very young, Kyosuke Murata grows up under the thumb of his overprotective mother, Shizuko. When he reaches adulthood, he is thrown into the harsh, violent world of Japanese gangland when his mother becomes involved in a gang-related crime. He goes up against the Murata-gumi organization, only to find that his estranged father is its head. Rising up through the ranks, Kyosuke eventually unites half the gangs in Japan beneath his own leadership, only to find that the other half have also combined to resist his new power, starting the greatest gang war in Japanese history. 

(Source: The Anime Encyclopedia)",OVA,3.0,"Apr 14, 1990 to Apr 1, 1991",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,52 min per ep,R+ - Mild Nudity,18756.0,15509,0,UNKNOWN,438,https://cdn.myanimelist.net/images/anime/2/47707.jpg
17909,Uchouten Kazoku,The Eccentric Family,有頂天家族,7.84,"Award Winning, Comedy, Drama, Fantasy, Slice of Life","Kyoto has been populated by groups of tanuki and tengu for years, living alongside humans who are oblivious to the existence of these creatures. Yasaburou Shimogamo is the third son of an influential tanuki family who spends his carefree days taking care of an old tengu, observing humans through his ability to shapeshift, and dealing with the mysterious woman named Benten.

Behind the peace and tranquility, however, is a painful memory from long ago as Yasaburou's father, head of the tanuki community, was killed and eaten by a group of humans known as the Friday Fellows. Uchouten Kazoku follows the trials and tribulations of the Shimogamo brothers as they struggle to avoid their own grisly demise while coming ever closer to unraveling the truth behind their father's death.",TV,13.0,"Jul 7, 2013 to Sep 29, 2013",summer 2013,Finished Airing,"Bandai Visual, Yomiuri Telecasting, Lantis, Kids Station, Magic Capsule, Good Smile Company","NIS America, Inc.",P.A. Works,Novel,24 min per ep,PG-13 - Teens 13 or older,837.0,1340,1482,53046.0,163314,https://cdn.myanimelist.net/images/anime/3/85433.jpg
17913,Redial,UNKNOWN,Redial,6.53,UNKNOWN,"""Redial"" is the title track of livetune's 2013 compilation album Re:Dial featuring Hatsune Miku. An animated music video of the song was included in a limited edition DVD sold with the album.",Music,1.0,"Mar 20, 2013",UNKNOWN,Finished Airing,"Poncotan, Toy's Factory",UNKNOWN,UNKNOWN,Unknown,5 min,G - All Ages,UNKNOWN,9230,4,1965.0,3259,https://cdn.myanimelist.net/images/anime/10/47733.jpg
17917,Danball Senki Wars,UNKNOWN,ダンボール戦機ウォーズ,6.99,Action,"Year 2055, four years after the events in Danball Senki W. LBXs have become the world’s largest hobby, big enough for pro leagues to be established, and people to make their entire living off being an LBX player. 14-year-old Arata is a new transfer student at Kamui Daimon Integrated Academy on Kamui Island, near Japan. Known to be the most prestigious institution in the world for raising LBX players and mechanics, entrance to the academy requires an extremely competitive hurdle of being the champion of at least three official tournaments. Along with other members of his platoon, they face rivals and delve into the secrets lurking within the academy.

(Source: ANN)",TV,37.0,"Apr 3, 2013 to Dec 25, 2013",spring 2013,Finished Airing,UNKNOWN,UNKNOWN,OLM,Game,23 min per ep,G - All Ages,4027.0,8099,37,1998.0,4866,https://cdn.myanimelist.net/images/anime/1574/94701.jpg
17919,Houkago no Pleiades (TV),Wish Upon the Pleiades,放課後のプレアデス,6.73,"Action, Sci-Fi","The sky is the limit in Houkago no Pleiades. With telescope in hand, Subaru is set to go to the observation room of her school in order to get a view of that night's meteor shower. What she least expects is that behind the observatory door was not the starry skies, but a lavish garden, complete with a resplendent fountain and a mysterious young boy with long red hair.

But the garden soon disappeared, as if Subaru was only imagining things. All that remains of that brilliant sight is an odd, bouncing blob creature that leads her to another magical door, occupied by other girls in magical witch-like costumes. Revelations start hitting Subaru one after the other: one of the girls in the room is her childhood friend Aoi, the little blob is actually an alien of a species called the Pleiadians trying to return home, and Subaru has been selected by him to become the newest member of their group!

Now Subaru's dreams of the stars have come true in the wildest way, as she and her friends attempt to gather pieces of the Pleiadian spacecraft engine to return the being to his home. But they're not the only ones after the engine parts, and they have no idea why!",TV,12.0,"Apr 9, 2015 to Jun 25, 2015",spring 2015,Finished Airing,"Dentsu, Warner Bros. Japan, KlockWorx, Showgate, BS Fuji, Lawson HMV Entertainment, Dentsu Razorfish, SUBARU",Sentai Filmworks,Gainax,Original,23 min per ep,PG-13 - Teens 13 or older,5205.0,3513,114,12361.0,35395,https://cdn.myanimelist.net/images/anime/5/73434.jpg
17933,Pyuu to Fuku! Jaguar,Blow the Flute Jaguar!,ピューと吹く！ジャガー,6.47,Comedy,"Based on the gag manga written and illustrated by Usuta Kyousuke that ran in Shuukan Shounen Jump from 2000 to 2010.

(Source: AniDB)",OVA,3.0,"Nov 19, 2007 to Jan 21, 2008",UNKNOWN,Finished Airing,Opera House,UNKNOWN,Kaeruotoko Shokai,Manga,30 min per ep,G - All Ages,6542.0,13135,2,140.0,859,https://cdn.myanimelist.net/images/anime/13/47763.jpg
17947,Mahou Shoujo Lyrical Nanoha: Reflection,Magical Girl Lyrical Nanoha Reflection,魔法少女リリカルなのは Reflection,7.44,"Action, Drama, Sci-Fi","The dying planet of Eltria is the only home of Kyrie Florian, her older sister Amitie, and her parents, who are scientists researching ways to save it. Unfortunately, the Florians must leave the planet behind to seek medical care for their father, who has contracted a lethal illness.

Even with treatment, the survival rate of Kyrie's father is minuscule. Refusing to give up on her father and Eltria, Kyrie goes against the wishes of her sister and runs away from home to the peaceful planet of Earth in search of a solution. There, Kyrie and her childhood friend, Iris, pursue Earth's magical protectors—Nanoha Takamachi, Fate Testarossa, and Hayate Yagami.

Nanoha and her companions possess the key to fulfilling Kyrie's objective, and the young girl must do whatever it takes to obtain it. However, it proves difficult for Kyrie, as the protectors do not easily yield to her provocation. Furthermore, Amitie soon arrives on Earth to stop her younger sister's reckless actions and bring her back home, further complicating the already delicate situation.",Movie,1.0,"Jul 22, 2017",UNKNOWN,Finished Airing,Shochiku,Discotek Media,Seven Arcs Pictures,Original,1 hr 51 min,PG-13 - Teens 13 or older,1916.0,5374,34,4168.0,13333,https://cdn.myanimelist.net/images/anime/11/88348.jpg
17949,The Everlasting Guilty Crown,UNKNOWN,The Everlasting Guilty Crown,7.76,UNKNOWN,"""The Everlasting Guilty Crown"" is the second single by the music group EGOIST and is used as the second opening theme song of Guilty Crown. The limited edition release includes a DVD with a music video of the song's TV edit, animated in 3D CGI.",Music,1.0,"Mar 7, 2012",UNKNOWN,Finished Airing,"Sony Music Entertainment, Carp Studio",UNKNOWN,UNKNOWN,Original,1 min,G - All Ages,UNKNOWN,3514,84,17219.0,35278,https://cdn.myanimelist.net/images/anime/12/47807.jpg
17951,Hello Kitty no Shirayuki-hime,Hello Kitty in Snow White,ハローキティのしらゆきひめ,5.97,Fantasy,Adaption of Grimm Brothers Snow White fairytale with the famous cat as the heroine.,OVA,1.0,"Jul 21, 1993",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,25 min,G - All Ages,8966.0,13561,2,260.0,758,https://cdn.myanimelist.net/images/anime/2/47809.jpg
17953,Hello Kitty no London ni Orita Uchuujin,UNKNOWN,ハローキティのロンドンにおりた宇宙人,5.72,UNKNOWN,"In this original story by Hoshiyama Hiroyuki, Kitty White hears from friends about recent UFO sightings and goes to inspect one of the UFO crash sites, to learn more about it and the aliens that came with it.",OVA,1.0,"Sep 21, 1992",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,31 min,G - All Ages,10001.0,15458,0,125.0,441,https://cdn.myanimelist.net/images/anime/11/47811.jpg
17955,Hello Kitty no Nemureru Mori no Bijo,Hello Kitty in Sleeping Beauty,ハローキティのねむれる森の美女,5.89,Fantasy,Hello Kitty version of Sleeping Beauty by Charles Perrault.,OVA,1.0,"Sep 21, 2001",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,15 min,G - All Ages,9342.0,13722,2,237.0,718,https://cdn.myanimelist.net/images/anime/6/47813.jpg
17957,Hello Kitty no Papa Nante Daikirai,UNKNOWN,ハローキティのパパなんて大きらい,5.6,Slice of Life,Kitty and Mimmy were supposed to have a fun day with their Papa. But he received a call from the town counsel asking for his help in building a flood wall to combat the impending typhoon. Kitty becomes mad that Papa has to cancel their plans and says that she hates him. Mimmy understands that Papa has to save their lives and tries to show Kitty that as well by fighting against her sister's tantrum.,OVA,1.0,"Mar 21, 1994",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,20 min,G - All Ages,10450.0,15219,1,124.0,467,https://cdn.myanimelist.net/images/anime/10/47815.jpg
17959,Tetsuwan Atom: Atom Tanjou no Himitsu,UNKNOWN,鉄腕アトム　アトム誕生の秘密,6.0,"Drama, Sci-Fi","Doctor Tenma, chief of the Ministry of Science, brought a digital brain genome from an aircraft. Doctor Tenma begins a trip to Mars, then combines the genome with a robot. Doctor Tenma's son, Tobio, who had died in a traffic accident, has been revived.

(Source: AstroBoy Online)",Movie,1.0,"Apr 6, 2003",UNKNOWN,Finished Airing,Tezuka Productions,UNKNOWN,UNKNOWN,Unknown,20 min,G - All Ages,8847.0,12143,0,313.0,1174,https://cdn.myanimelist.net/images/anime/2/47837.jpg
17961,Tetsuwan Atom: Chikyuu Saigo no Hi,UNKNOWN,鉄腕アトム ~地球最後の日~,5.66,Sci-Fi,"Astro Boy, helping Professor Ochinomizu with planetary exploration, discovers a trash star floating in space. On this star, robots that can no longer move have been thrown away stacked on top of each other. On this robot mountain, Astro saves a robot soldier, Bemu, that escaped from the verge of death and takes him back to Earth. 

""I'm tried of fighting!"" ""I feel the same."" While Atom and Bemu are together, a warm friendship is born and goes on to deepen. However, one day, the trash star draws near to the Earth. If it hits, the Earth would have a huge explosion. The Earth is in chaos. As this happens, there is just one way to stop the crash into Earth. Only this is... What will Astro do. Will he be able to protect a peaceful Earth as well as his friendship with Bemu? 

(Source: Astro Boy Wiki)",Movie,1.0,"Jul 20, 2001",UNKNOWN,Finished Airing,Tezuka Productions,UNKNOWN,UNKNOWN,Unknown,16 min,G - All Ages,10210.0,12507,0,227.0,1039,https://cdn.myanimelist.net/images/anime/1876/99379.jpg
17963,"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",UNKNOWN,Tetsuwan Atom 鉄腕アトム 特別編: 輝ける地球 ~あなたは青く、美しい...~,5.99,Sci-Fi,"Another Tetsuwan Atom Movie that was shown in the Tezuka Osamu World Cinema in Tokyo until it was closed in 2011.

(Source: AniDB)",Movie,1.0,"Feb 7, 2004",UNKNOWN,Finished Airing,Tezuka Productions,UNKNOWN,UNKNOWN,Unknown,20 min,G - All Ages,8858.0,12197,0,280.0,1152,https://cdn.myanimelist.net/images/anime/3/47835.jpg
17965,Tetsuwan Atom: Ao Kishi no Kan,UNKNOWN,鉄腕アトム ~青騎士の巻~,5.84,"Action, Sci-Fi","The film begins with the Phoenix retelling the tales and hopes of Astro Boy. Many of the visual being directly taken from the 1980s TV series as it recaps some of his adventures.

Following this recap, Astro Boy confronts Blue Bon and tries to convince him to change his mind about the humans. But Blue Bon misunderstands, assuming that if Astro Boy does not agree then he is an enemy. Blue Bon hates humans because they broke apart his family (Maria and Tonto). A battle begins between the two after Astro Boy fails to convince Blue Bon that they aren't each others' enemy.

(Source: Astro Boy Wiki)",Movie,1.0,"Jul 20, 1999",UNKNOWN,Finished Airing,Tezuka Productions,UNKNOWN,UNKNOWN,Unknown,11 min,G - All Ages,9515.0,12791,0,223.0,953,https://cdn.myanimelist.net/images/anime/6/47841.jpg
17969,Tanken Driland: 1000-nen no Mahou,UNKNOWN,探検ドリランド-1000年の真宝（まほう）-,6.04,"Adventure, Fantasy","1,000 years after Princess Mikoto's era, all hunters have been sealed into cards due to a certain incident in the past. Adventurous boy Hagan becomes the key to freeing these sealed hunters, and travels along with his friends to find these cards, sometimes facing treacherous battles.

(Source: ANN)",TV,51.0,"Apr 6, 2013 to Mar 29, 2014",spring 2013,Finished Airing,"TV Tokyo, GREE",UNKNOWN,Toei Animation,Unknown,24 min per ep,PG - Children,8654.0,11641,0,237.0,1403,https://cdn.myanimelist.net/images/anime/13/48825.jpg
17977,Kiki to Lala no Hakuchouza no Ohimesama,UNKNOWN,キキとララの白鳥座のお姫さま,5.8,UNKNOWN,"In this episode, Kiki and Lala are learning about stars and constellations, and even meeting the Queen of Stars herself.",OVA,1.0,"Nov 21, 1993",UNKNOWN,Finished Airing,"Sanrio, Grouper Productions",UNKNOWN,UNKNOWN,Unknown,30 min,G - All Ages,9675.0,15236,1,150.0,466,https://cdn.myanimelist.net/images/anime/5/47853.jpg
17979,Kiki to Lala no Papa to Mama ni Aitai,UNKNOWN,キキとララのパパとママにあいたい,5.73,UNKNOWN,This is one of the happiest days for Kiki and Lala as they receive a present sent to them by their parents.,OVA,1.0,"Apr 21, 1994",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,19 min,G - All Ages,9958.0,15570,1,130.0,433,https://cdn.myanimelist.net/images/anime/5/47849.jpg
17981,Kiki to Lala no Hoshi no Dance Shoes,UNKNOWN,キキとララの星のダンスシューズ,UNKNOWN,UNKNOWN,It's dancing time for Kiki and Lala.,OVA,1.0,"Dec 21, 1993",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,30 min,G - All Ages,17292.0,16087,0,UNKNOWN,385,https://cdn.myanimelist.net/images/anime/2/70475.jpg
17983,Kero Kero Keroppi no Christmas Eve no Okurimono,Keroppi in the Christmas Eve Gift,けろけろけろっぴのクリスマス・イブのおくりもの,5.74,Fantasy,A star who tries to act like an adult falls from the sky. Keroppi helps nurse it back to health and regain its confidence to shine once again.,OVA,1.0,"Nov 1, 1992",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,Grouper Productions,Unknown,21 min,G - All Ages,9901.0,14882,0,153.0,507,https://cdn.myanimelist.net/images/anime/1111/119463.jpg
17985,Kero Kero Keroppi no Bokutachi no Takaramono,Keroppi in Our Treasure,けろけろけろっぴのぼくたちのたからもの,5.49,Fantasy,Keroppi finds a sparkling stone which ends up bringing out the greed within himself and his friends.,OVA,1.0,"Mar 21, 1994",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,21 min,G - All Ages,10804.0,15274,0,134.0,461,https://cdn.myanimelist.net/images/anime/5/47857.jpg
17987,Kero Kero Keroppi no Robin Hood,Keroppi in Robin Hood,けろけろけろっぴのロビンフッド,5.72,Fantasy,Keroppi re-creates the story of Robin Hood.,OVA,1.0,"Jan 21, 1994",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,29 min,G - All Ages,10009.0,14837,0,165.0,513,https://cdn.myanimelist.net/images/anime/1681/112477.jpg
17989,Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,UNKNOWN,麻雀バトルスクランブル 混乱的戦斗麻雀 (スーパーリアル麻雀／麻雀バトルスクランブル),5.24,"Comedy, Fantasy, Ecchi","Sequel of Super Real Mahjong.

Mahjong-playing sisters Kasumi, Miki, and Shouko are sent to a world where mahjong tiles are currency. In order to return to their world, they must defeat a mahjong-playing rabbit who rules the land.",OVA,1.0,"Dec 21, 1990",UNKNOWN,Finished Airing,"Seta Corporation, Datam Polystar",UNKNOWN,UNKNOWN,Game,40 min,R+ - Mild Nudity,11518.0,13859,1,163.0,687,https://cdn.myanimelist.net/images/anime/11/47861.jpg
17991,Super Real Mahjong: Kasumi Miki Shouko no Hajimemashite,UNKNOWN,スーパーリアル麻雀 ミキ・カスミ・ショーコのはじめまして (スーパーリアル麻雀／かすみ・ミキ・ショー子のはじめまして),5.19,"Comedy, Ecchi","An anime based on characters from the strip mahjong arcade game ""Super Real Mahjong 2"".",OVA,1.0,"Mar 25, 1990",UNKNOWN,Finished Airing,"Seta Corporation, Datam Polystar",UNKNOWN,UNKNOWN,Game,30 min,R+ - Mild Nudity,11610.0,13198,0,193.0,841,https://cdn.myanimelist.net/images/anime/1008/97296.jpg
18001,Freezing Vibration,Freezing Vibration,フリージング ヴァイブレーション,6.72,"Action, Drama, Romance, Sci-Fi, Ecchi","Ever since the 10th NOVA clash, the Chevalier had concluded that the NOVA have been appearing at a steadier rate and they are losing more Pandoras than they can produce. Their solution is the E-Pandora Project which involves normal humans being given the power to become Pandoras. Inviting Pandora from around the world to their Alaskan base witness the unveiling of their new project, Satellizer, Kazuya and Rana are among those who have been summoned. However, as time goes the E-Pandora Project starts to become fishier and the Pandoras start to grow more and more concerned...",TV,12.0,"Oct 4, 2013 to Dec 20, 2013",fall 2013,Finished Airing,"Media Factory, Eswood, Kill Time Communication",Funimation,A.C.G.T.,Manga,23 min per ep,R+ - Mild Nudity,5216.0,1346,197,86651.0,162608,https://cdn.myanimelist.net/images/anime/3/68195.jpg
18003,Thermae Romae x TOTO Collaboration,UNKNOWN,テルマエ・ロマエｘ TOTO企業コラボレーション,5.92,Comedy,"Lucius ends up at the presentation of bathroom and toilet equipment by Japanese toilet manufacturer TOTO, where he learns about the most recent technological advances in that field.",Special,1.0,"Apr 26, 2012",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,DLE,Unknown,2 min,PG-13 - Teens 13 or older,9200.0,12636,0,344.0,1001,https://cdn.myanimelist.net/images/anime/8/47881.jpg
18005,Forza! Hidemaru,UNKNOWN,フォルツァ！ひでまる,UNKNOWN,Sports,"A soccer anime with a cast of wacky animals in sports getup seems far out of its time in the early 21st century, but it was the year of the World Cup in Japan and South Korea, and the very young audience sees these tropes with fresh eyes. Hidemaru is a feisty fox; his friends include bunnies, dogs, horses, and a couple of hefty hippo girls. 

Based on a manga Hidemaru the Soccer Boy by Makoto Mizobuchi, serialized in CoroCoro Comics. 

(Source: AnimeVice)",TV,26.0,"Apr 6, 2002 to Sep 28, 2002",spring 2002,Finished Airing,Nihon Ad Systems,UNKNOWN,Gallop,Manga,25 min per ep,G - All Ages,15913.0,15029,1,UNKNOWN,488,https://cdn.myanimelist.net/images/anime/13/47889.jpg
18007,Dalam-iwa Goseumdochi,Brave Soldier,다람이와 고슴도치,UNKNOWN,UNKNOWN,"Squirrel and Hedgehog documents various animal communities warring and in conflict against one another, each animal being a symbolic representation of real life countries and sometimes political events.

A North Korean propaganda anime that was developed and produced in North Korea to be aired on state television.",TV,32.0,"1977 to Jun 6, 2012",UNKNOWN,Finished Airing,SEK Studios,UNKNOWN,UNKNOWN,Unknown,20 min per ep,R - 17+ (violence & profanity),15470.0,14070,3,UNKNOWN,636,https://cdn.myanimelist.net/images/anime/1974/104521.jpg
18029,Hello Kitty no Suteki na Kyoudai,Hello Kitty in The Wonderful Sisters,ハローキティのすてきな姉妹,5.7,Fantasy,"Kitty and Mimmy try to be the best sisters they can, even to the point of helping each other lie. When things backfire, they learn to appreciate themselves as much as they appreciate each other.",OVA,1.0,"May 21, 1993",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,29 min,G - All Ages,10069.0,14723,0,165.0,527,https://cdn.myanimelist.net/images/anime/7/47925.jpg
18031,Hello Kitty no Happy! Kasou Taikai,UNKNOWN,ハローキティのハッピー!仮装大会,5.59,UNKNOWN,"Halloween is around the corner. The local apple farmer was asked to host the costume contest. He and his son end up getting into a fight and the boy decides to leave home. But before he does, he sees his dad failing at being a host. He borrows his friend's costume and jumps in to rescue the show. But even after, both still are angry at each other. Kitty and Mimmy try to reconcile their differences in order to keep the farmer family together.",OVA,1.0,"Aug 21, 1993",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,30 min,G - All Ages,10505.0,15563,0,111.0,433,https://cdn.myanimelist.net/images/anime/11/47927.jpg
18033,Hello Kitty no Yuubinya-san Arigatou,UNKNOWN,ハローキティの 郵便屋さんありがとう,5.67,Fantasy,"Kitty's and Mimmy's class find out that Yuubinya-san, their town's postal worker, is having a hard time delivering the mail in his old age. They try to give him a gift as a thank you for all his years of hard work.",OVA,1.0,"Feb 21, 1993",UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,20 min,G - All Ages,10174.0,15332,0,126.0,454,https://cdn.myanimelist.net/images/anime/4/47939.jpg
18039,Rescue Me!,UNKNOWN,れすきゅーME!,5.78,"Romance, Ecchi","The story centers on Mizutani Masayuki, an ordinary high school boy. His classmate Shimizu Sayaka lives in his home as a zealously intrusive maid, leading to uncomfortably erotic situations.

(Source: ANN)",OVA,1.0,"Jun 20, 2013",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Hoods Entertainment,Manga,27 min,R+ - Mild Nudity,9781.0,3716,34,15211.0,31430,https://cdn.myanimelist.net/images/anime/12/52033.jpg
18041,Rozen Maiden (2013),Rozen Maiden: Zurückspulen,ローゼンメイデン (2013),7.33,"Action, Comedy, Drama","During the events of the original Rozen Maiden, after circling ""yes"" on a paper and agreeing to wind an unknown  ""something,"" a traumatized Jun Sakurada fights alongside the lifelike dolls known as the Rozen Maidens. But what would have happened if Jun had circled ""no""?

Jun, having gotten over his school trauma from his younger days, spends his time attending college and working in a bookstore. However, he does not feel as though he belongs anywhere. One day, he finds a book containing instructions on how to make a Rozen Maiden. Mysteriously, when he arrives home that night, the second volume in the book series has been delivered to his house, along with some pieces of a doll. But as suddenly as they started arriving, the books stop coming, and Jun gets a notice that says that the books have ceased being published. With an incomplete doll in hand, and a message from his other self in another world, this Jun also finds his way into the world of the Rozen Maidens.",TV,13.0,"Jul 5, 2013 to Sep 27, 2013",summer 2013,Finished Airing,TBS,Sentai Filmworks,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,2371.0,2294,226,31819.0,76328,https://cdn.myanimelist.net/images/anime/10/52079.jpg
18045,Koi to Senkyo to Chocolate: Koi Imouto!,UNKNOWN,恋と選挙とチョコレート 第13話「恋妹！」,6.83,"Drama, Romance",Unaired 13th episode released on the 7th DVD/BD.,Special,1.0,"Mar 27, 2013",UNKNOWN,Finished Airing,"Aniplex, AIC",Sentai Filmworks,AIC Build,Visual novel,23 min,PG-13 - Teens 13 or older,4722.0,3397,18,19891.0,37648,https://cdn.myanimelist.net/images/anime/3/83000.jpg
18047,Seiyuu Deka,UNKNOWN,声優刑事,4.36,Comedy,A girl who is protecting her city.,ONA,1.0,"Aug 4, 2010",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"MooGoo, Studio Ranmaru",Original,3 min,G - All Ages,12540.0,13640,0,360.0,739,https://cdn.myanimelist.net/images/anime/3/47957.jpg
18053,Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,UNKNOWN,いけない葉月先生,6.72,"Drama, Romance",Picture drama included with the 1st DVD/BD.,Special,1.0,"Sep 26, 2012",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,AIC Build,Unknown,23 min,PG-13 - Teens 13 or older,5228.0,5911,3,3024.0,10574,https://cdn.myanimelist.net/images/anime/11/82999.jpg
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,Hakkenden -Eight Dogs of the East- Season 2,八犬伝 -東方八犬異聞- 2,7.61,"Action, Fantasy, Mystery","The journey to find all eight sacred gems continues, as Sousuke and Shino travel in search of the remaining gem holders. From the shadows the Imperial Church continues to scheme, and a mysterious woman seeks to fulfill a sinister plot with the gem holders at its heart. As the origin of the gems comes to light, so does the truth behind Sousuke's doppelganger, Ao, as he resurfaces with his own goal—one involving Sousuke and his gem!

(Source: Sentai Filmworks)",TV,13.0,"Jul 7, 2013 to Sep 29, 2013",summer 2013,Finished Airing,"Bandai Visual, Frontier Works, Lantis, Movic, DAX Production, Sony PCL",Sentai Filmworks,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,1358.0,2590,206,28763.0,62112,https://cdn.myanimelist.net/images/anime/10/50885.jpg
18061,Tiger Mask (Movie),UNKNOWN,タイガーマスク,6.11,Sports,Re-edit of Episode 9&amp;10.,Movie,1.0,"Mar 17, 1970",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Manga,47 min,PG-13 - Teens 13 or older,8296.0,12595,1,255.0,1015,https://cdn.myanimelist.net/images/anime/4/74485.jpg
