anime_id,name,english_name,japanese_name,score,genres,primary_genre,type,episodes,aired,start_date,year,premiered,status,producers,licensors,studios,source,duration,duration_minutes,rating,rank,popularity,favorites,scored_by,members
51064,Kuro no Shoukanshi,Black Summoner,黒の召喚士,7.1,"Action, Fantasy",Action,TV,12,"Jul 9, 2022 to Sep 24, 2022",2022-07-09,2022.0,summer 2022,Finished Airing,"flying DOG, Bushiroad, Docomo Anime Store, bilibili, Overlap, Bushiroad Move, Bushiroad Creative",UNKNOWN,Satelight,Light novel,23 min per ep,23.0,PG-13 - Teens 13 or older,3550.0,1149,980,95666.0,192611
38054,Pop in Q Dance MV,UNKNOWN,ポッピンQ Dance MV,5.46,UNKNOWN,,Music,1,"Jun 2, 2017",2017-06-02,2017.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 min,1.0,G - All Ages,12702.0,13589,0,313.0,752
49090,Haru wo Irodoru,UNKNOWN,春を彩る,5.89,"Drama, Supernatural",Drama,Movie,1,2015,2015-01-01,2015.0,UNKNOWN,Finished Airing,Kobe Design University,UNKNOWN,UNKNOWN,Original,6 min,6.0,G - All Ages,9341.0,15109,4,239.0,481
33531,Juushinki Pandora,Last Hope,重神機パンドーラ,6.32,Sci-Fi,Sci-Fi,TV,26,"Mar 29, 2018 to Sep 20, 2018",2018-03-29,2018.0,spring 2018,Finished Airing,UNKNOWN,UNKNOWN,Satelight,Original,23 min per ep,23.0,PG-13 - Teens 13 or older,7280.0,3351,42,12152.0,38563
455,Fantastic Children,Fantastic Children,ファンタジックチルドレン,7.53,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Suspense",Adventure,TV,26,"Oct 5, 2004 to Mar 29, 2005",2004-10-05,2004.0,fall 2004,Finished Airing,UNKNOWN,Bandai Entertainment,Nippon Animation,Original,24 min per ep,24.0,PG-13 - Teens 13 or older,1609.0,3649,288,7855.0,32481
15951,Amagami SS+ Plus Picture Drama,UNKNOWN,アマガミSS+ plus 新作ピクチャードラマ～バレンタイン・フォー・ユー～,6.54,Romance,Romance,Special,2,"Oct 3, 2012",2012-10-03,2012.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,AIC,Visual novel,7 min per ep,7.0,PG-13 - Teens 13 or older,6104.0,4621,18,8708.0,19592
11995,Guilstein,UNKNOWN,ギルスティン,5.2,"Action, Horror, Sci-Fi",Action,Movie,1,"Jun 15, 2002",2002-06-15,2002.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,ACC Production,Original,1 hr 31 min,91.0,R - 17+ (violence & profanity),11588.0,12114,1,250.0,1188
42500,Tadaima! Chibi Godzilla,I'm Home! Chibi Godzilla,ただいま！ちびゴジラ,5.59,"Fantasy, Slice of Life",Fantasy,ONA,12,"Jul 15, 2020 to Sep 30, 2020",2020-07-15,2020.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,30 sec per ep,0.5,G - All Ages,10491.0,15220,0,178.0,467
19519,Dream Creator feat. GUMI,UNKNOWN,Dream Creator feat. GUMI,5.74,UNKNOWN,,Music,1,"Jul 5, 2013",2013-07-05,2013.0,UNKNOWN,Finished Airing,Toy's Factory,UNKNOWN,UNKNOWN,Music,3 min,3.0,G - All Ages,12702.0,11865,1,732.0,1289
41567,Isekai Quartet Movie: Another World,UNKNOWN,劇場版 異世界かるてっと ～あなざーわーるど～,7.47,"Comedy, Fantasy",Comedy,Movie,1,"Jun 10, 2022",2022-06-10,2022.0,UNKNOWN,Finished Airing,Kadokawa,UNKNOWN,Studio PuYUKAI,Original,1 hr 52 min,112.0,PG-13 - Teens 13 or older,1811.0,2298,111,12918.0,76118
15095,Shin Koihime†Musou OVA Omake,UNKNOWN,ちびちび演義 真・恋姫ふらっしゅ～報われない組、報われんとするのこと～,6.07,"Adventure, Comedy, Fantasy, Ecchi",Adventure,Special,1,"Jul 7, 2010",2010-07-07,2010.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Visual novel,12 min,12.0,R+ - Mild Nudity,8515.0,10832,0,443.0,1903
1285,Soukihei MD Geist,M.D. Geist,装鬼兵ＭＤガイスト,5.32,"Action, Sci-Fi",Action,OVA,1,"May 21, 1986",1986-05-21,1986.0,UNKNOWN,Finished Airing,Nippon Columbia,"ADV Films, Central Park Media",Zero-G Room,Original,44 min,44.0,R+ - Mild Nudity,11294.0,5005,84,7563.0,16074
6692,Mama Puri!?,Like A Mom,ママぷりっ!?,6.72,Hentai,Hentai,OVA,2,"Aug 14, 2009 to Nov 13, 2009",2009-08-14,2009.0,UNKNOWN,Finished Airing,Digital Works,Media Blasters,Y.O.U.C,Visual novel,29 min per ep,29.0,Rx - Hentai,12702.0,7034,26,2906.0,6862
440,Shoujo Kakumei Utena,Revolutionary Girl Utena,少女革命ウテナ,8.2,"Award Winning, Comedy, Drama, Fantasy, Mystery",Award Winning,TV,39,"Apr 2, 1997 to Dec 24, 1997",1997-04-02,1997.0,spring 1997,Finished Airing,"TV Tokyo, Yomiko Advertising, SoftX, Shogakukan, Audio Tanaka","Nozomi Entertainment, Central Park Media",J.C.Staff,Original,23 min per ep,23.0,PG-13 - Teens 13 or older,344.0,1078,7878,60940.0,207627
39823,Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,UNKNOWN,天行九歌 第二季,6.29,"Action, Fantasy",Action,ONA,30,"Apr 24, 2019 to Nov 8, 2019",2019-04-24,2019.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Sparkly Key Animation Studio,Original,15 min per ep,15.0,PG-13 - Teens 13 or older,7470.0,12097,3,282.0,1194
187,Initial D Third Stage,UNKNOWN,頭文字〈イニシャル〉D THIRD STAGE,7.9,"Action, Drama, Romance",Action,Movie,1,"Jan 13, 2001",2001-01-13,2001.0,UNKNOWN,Finished Airing,OB Planning,Funimation,Studio Deen,Manga,1 hr 44 min,104.0,PG-13 - Teens 13 or older,735.0,1308,629,104550.0,167970
17325,Ajin Senshi,UNKNOWN,亜人戦士,6.0,"Fantasy, Sci-Fi",Fantasy,Movie,1,"Nov 17, 1990",1990-11-17,1990.0,UNKNOWN,Finished Airing,Tokuma Japan,UNKNOWN,Magic Bus,Unknown,1 hr 40 min,100.0,PG-13 - Teens 13 or older,8816.0,11009,0,231.0,1779
26183,Ikkitousen: Extravaganza Epoch,UNKNOWN,一騎当千 Extravaganza Epoch,6.52,"Action, Ecchi",Action,OVA,2,"Dec 21, 2014 to Dec 28, 2014",2014-12-21,2014.0,UNKNOWN,Finished Airing,Media Factory,UNKNOWN,Arms,Manga,25 min per ep,25.0,R+ - Mild Nudity,6286.0,5167,10,4567.0,14695
48305,Red Shoes,Red Shoes and the Seven Dwarfs,레드슈즈,6.93,"Comedy, Romance",Comedy,Movie,1,"Jul 25, 2019",2019-07-25,2019.0,UNKNOWN,Finished Airing,Locus Corporation,UNKNOWN,UNKNOWN,Original,1 hr 32 min,92.0,G - All Ages,4281.0,12809,5,453.0,950
512,Majo no Takkyuubin,Kiki's Delivery Service,魔女の宅急便,8.22,"Adventure, Award Winning, Comedy, Drama, Fantasy",Adventure,Movie,1,"Jul 29, 1989",1989-07-29,1989.0,UNKNOWN,Finished Airing,Streamline Pictures,"Disney Platform Distribution, GKIDS",Studio Ghibli,Novel,1 hr 43 min,103.0,G - All Ages,323.0,367,5357,356104.0,547722
23583,Akage no Anne Specials,UNKNOWN,世界名作劇場・完結版 赤毛のアン,6.15,Drama,Drama,Special,2,"Feb 11, 2001 to 2001",2001-02-11,2001.0,UNKNOWN,Finished Airing,BS Fuji,UNKNOWN,Nippon Animation,Unknown,45 min per ep,45.0,G - All Ages,8085.0,12106,0,283.0,1189
51149,Golden Douga Gekijou Specials,UNKNOWN,ゴールデン道画劇場,6.05,Comedy,Comedy,Special,4,"Jul 27, 2018 to Mar 26, 2021",2018-07-27,2018.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,"W-Toon Studio, DMM.futureworks",Manga,26 sec per ep,0.43,R - 17+ (violence & profanity),8617.0,12268,0,321.0,1125
3786,Evangelion: 3.0+1.0 Thrice Upon a Time,Evangelion: 3.0+1.0 Thrice Upon a Time,シン・エヴァンゲリオン劇場版:||,8.61,"Action, Award Winning, Drama, Sci-Fi, Suspense",Action,Movie,1,"Mar 8, 2021",2021-03-08,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Khara,Original,2 hr 35 min,155.0,PG-13 - Teens 13 or older,82.0,631,6909,141166.0,346511
2278,Mahou Yuugi 3D,UNKNOWN,魔法遊戯 3D,5.53,Comedy,Comedy,OVA,1,"Dec 29, 2001",2001-12-29,2001.0,UNKNOWN,Finished Airing,"Starchild Records, Imagica","ADV Films, Sentai Filmworks",AIC,Original,30 min,30.0,PG-13 - Teens 13 or older,10667.0,10570,1,902.0,2068
7771,Chiisana Jumbo,Little Jumbo,小さなジャンボ,5.64,Fantasy,Fantasy,Movie,1,"Sep 10, 1977",1977-09-10,1977.0,UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,28 min,28.0,G - All Ages,10305.0,13767,0,295.0,710
8215,Genji Tsuushin Agedama,UNKNOWN,ゲンジ通信あげだま,7.39,"Action, Comedy, Sci-Fi",Action,TV,51,"Oct 4, 1991 to Sep 25, 1992",1991-10-04,1991.0,fall 1991,Finished Airing,Nihon Ad Systems,UNKNOWN,Gallop,Original,25 min per ep,25.0,R+ - Mild Nudity,2125.0,11106,8,380.0,1711
34176,Zero kara Hajimeru Mahou no Sho,Grimoire of Zero,ゼロから始める魔法の書,7.07,"Action, Adventure, Fantasy",Action,TV,12,"Apr 10, 2017 to Jun 26, 2017",2017-04-10,2017.0,spring 2017,Finished Airing,"Sotsu, Lantis, Half H.P Studio, Happinet Pictures, Infinite",Sentai Filmworks,White Fox,Light novel,24 min per ep,24.0,PG-13 - Teens 13 or older,3651.0,859,602,123956.0,260777
3383,Orchid★Emblem,UNKNOWN,オーキッド★エンブレム,5.37,Hentai,Hentai,OVA,1,"Jun 21, 1997",1997-06-21,1997.0,UNKNOWN,Finished Airing,Green Bunny,Kitty Media,Arms,Unknown,45 min,45.0,Rx - Hentai,12702.0,11141,3,613.0,1687
37215,The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,UNKNOWN,5thライブツアーマナー映像,5.91,Comedy,Comedy,Special,1,"Aug 12, 2017",2017-08-12,2017.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,4-koma manga,3 min,3.0,G - All Ages,9257.0,13369,0,135.0,802
352,Motto! Ojamajo Doremi,UNKNOWN,も〜っと！おジャ魔女どれみ,7.44,"Comedy, Fantasy",Comedy,TV,50,"Feb 4, 2001 to Jan 27, 2002",2001-02-04,2001.0,winter 2001,Finished Airing,Asahi Broadcasting,UNKNOWN,Toei Animation,Original,24 min per ep,24.0,G - All Ages,1919.0,4522,130,9824.0,20498
39164,Dramaturgy,Dramaturgy,ドラマツルギー,7.9,UNKNOWN,,Music,1,"Oct 10, 2017",2017-10-10,2017.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,4.0,G - All Ages,12702.0,7444,33,3844.0,5966
43969,Kanojo mo Kanojo,"Girlfriend, Girlfriend",カノジョも彼女,6.54,"Comedy, Romance",Comedy,TV,12,"Jul 3, 2021 to Sep 18, 2021",2021-07-03,2021.0,summer 2021,Finished Airing,"Mainichi Broadcasting System, Kodansha, Half H.P Studio, Nikkatsu, NBCUniversal Entertainment Japan, Forecast Communications, Myrica Music",UNKNOWN,Tezuka Productions,Manga,24 min per ep,24.0,PG-13 - Teens 13 or older,6132.0,654,2292,161567.0,334058
4486,Getter Robo G,Getter Robo G,ゲッターロボG,6.57,"Action, Sci-Fi",Action,TV,39,"May 15, 1975 to Mar 25, 1976",1975-05-15,1975.0,spring 1975,Finished Airing,"Fuji TV, Dynamic Planning",UNKNOWN,Toei Animation,Manga,24 min per ep,24.0,PG-13 - Teens 13 or older,5970.0,9412,7,1023.0,3069
55181,Tsurupeta Shugo Kishi Elfina Ochiru,UNKNOWN,つるぺた守護騎士 エルフィナ堕ちる,6.11,Hentai,Hentai,OVA,2,"Apr 14, 2023 to Jun 23, 2023",2023-04-14,2023.0,UNKNOWN,Currently Airing,"Queen Bee, Mediabank",UNKNOWN,Blue bread,Manga,20 min per ep,20.0,Rx - Hentai,12702.0,12555,0,332.0,1026
53008,Nengajou 2021: Mugen Shougatsu,UNKNOWN,年賀状２０２１（無限正月）,5.47,Slice of Life,Slice of Life,ONA,1,"Jan 2, 2021",2021-01-02,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,2 min,2.0,G - All Ages,10862.0,14380,1,219.0,584
10524,Duel Masters Victory,UNKNOWN,デュエル・マスターズ ビクトリー,5.65,"Action, Adventure, Comedy, Fantasy",Action,TV,52,"Apr 2, 2011 to Mar 31, 2012",2011-04-02,2011.0,spring 2011,Finished Airing,Shogakukan-Shueisha Productions,UNKNOWN,Shogakukan Music & Digital Entertainment,Original,10 min per ep,10.0,PG-13 - Teens 13 or older,10287.0,11583,2,387.0,1434
10666,Fireball Special,UNKNOWN,メイキングオブファイアボール,6.23,"Comedy, Sci-Fi",Comedy,Special,1,"Aug 19, 2009",2009-08-19,2009.0,UNKNOWN,Finished Airing,Jinnis Animation Studios,UNKNOWN,UNKNOWN,Original,3 min,3.0,G - All Ages,7717.0,9862,1,1444.0,2599
3622,Ikusa Otome Suvia,UNKNOWN,戦乙女スヴィア,6.44,"Fantasy, Hentai",Fantasy,OVA,4,"Dec 22, 2007 to Aug 28, 2009",2007-12-22,2007.0,UNKNOWN,Finished Airing,Pixy,UNKNOWN,Anime Antenna Iinkai,Visual novel,27 min per ep,27.0,Rx - Hentai,12702.0,7393,21,2210.0,6067
9890,Major: Message,UNKNOWN,メジャー・メッセージ,8.15,Sports,Sports,OVA,1,"Dec 17, 2010",2010-12-17,2010.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,SynergySP,Manga,24 min,24.0,PG-13 - Teens 13 or older,410.0,3830,60,17129.0,29716
16610,No Littering,No Littering,NO LITTERING,3.58,"Comedy, Horror",Comedy,ONA,1,"Oct 26, 2012",2012-10-26,2012.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,1 min,1.0,R - 17+ (violence & profanity),12651.0,8240,0,3258.0,4655
34974,Aragne no Mushikago,Aragne: Sign of Vermillion,アラーニェの虫籠,4.94,"Fantasy, Horror, Mystery",Fantasy,Movie,1,"Aug 18, 2018",2018-08-18,2018.0,UNKNOWN,Finished Airing,"Zelico Film, Presidio",Sentai Filmworks,UNKNOWN,Original,1 hr 13 min,73.0,R - 17+ (violence & profanity),12038.0,8001,13,1147.0,5025
1927,Gakuen Tokusou Hikaruon,Campus Special Investigator Hikaruon,学園特捜ヒカルオン,5.49,Action,Action,OVA,1,"Jan 28, 1987",1987-01-28,1987.0,UNKNOWN,Finished Airing,Network,UNKNOWN,AIC,Original,29 min,29.0,R+ - Mild Nudity,10800.0,9462,6,1370.0,3023
48810,Battle Spirits: Mirage,UNKNOWN,バトルスピリッツミラージュ,6.12,"Adventure, Sci-Fi",Adventure,ONA,4,"Oct 29, 2021 to Apr 1, 2022",2021-10-29,2021.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Bandai Namco Pictures,Card game,24 min per ep,24.0,PG-13 - Teens 13 or older,8251.0,12991,4,135.0,896
36752,Robotic Girl,Robotic Girl,ロボティックガール,5.83,UNKNOWN,,Music,1,"Oct 3, 2017",2017-10-03,2017.0,UNKNOWN,Finished Airing,Miraicha Records,UNKNOWN,UNKNOWN,Music,4 min,4.0,G - All Ages,12702.0,15045,0,214.0,487
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,Saiyuki: Requiem,劇場版　幻想魔伝最遊記　Requiem　選ばれざる者への鎮魂歌,7.31,"Adventure, Supernatural",Adventure,Movie,1,"Aug 18, 2001",2001-08-18,2001.0,UNKNOWN,Finished Airing,UNKNOWN,"ADV Films, Sentai Filmworks",Pierrot,Manga,1 hr 35 min,95.0,PG-13 - Teens 13 or older,2478.0,6107,19,4383.0,9764
7058,Uragiri wa Boku no Namae wo Shitteiru,The Betrayal Knows My Name,裏切りは僕の名前を知っている,7.21,"Adventure, Boys Love, Drama, Fantasy",Adventure,TV,24,"Apr 12, 2010 to Sep 20, 2010",2010-04-12,2010.0,spring 2010,Finished Airing,"Kadokawa Shoten, flying DOG",Funimation,J.C.Staff,Manga,23 min per ep,23.0,R - 17+ (violence & profanity),2976.0,1967,969,37323.0,97623
16700,Higurashi no Naku Koro ni Kaku: Outbreak,UNKNOWN,ひぐらしのなく頃に拡〜アウトブレイク〜,7.21,"Horror, Mystery, Suspense",Horror,OVA,1,"Aug 15, 2013",2013-08-15,2013.0,UNKNOWN,Finished Airing,"Geneon Universal Entertainment, Frontier Works, Sotsu, Daiichi Shokai",UNKNOWN,Studio Deen,Visual novel,52 min,52.0,R - 17+ (violence & profanity),2998.0,2458,105,33293.0,68217
3620,Blue Seed Omake,UNKNOWN,ブルーシード おまけ,6.75,Comedy,Comedy,Special,14,"Jan 21, 1995 to Jun 21, 1996",1995-01-21,1995.0,UNKNOWN,Finished Airing,UNKNOWN,"ADV Films, Discotek Media",Production I.G,Manga,5 min per ep,5.0,PG-13 - Teens 13 or older,5070.0,9384,3,1258.0,3107
40656,Girls & Panzer: Saishuushou Part 2 Specials,UNKNOWN,ガールズ＆パンツァー 最終章,7.22,Comedy,Comedy,Special,3,"Feb 27, 2020",2020-02-27,2020.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Actas,Original,6 min per ep,6.0,PG-13 - Teens 13 or older,2935.0,6690,4,2997.0,7832
41632,Wang Gu Shenhua Zhi Tian Xuanzhe,METAMAN,望古神话之天选者,5.81,"Action, Sci-Fi",Action,ONA,12,"Apr 7, 2020 to Jun 16, 2020",2020-04-07,2020.0,UNKNOWN,Finished Airing,"bilibili, Chongzhuo Animation",UNKNOWN,Congzhuo Animation,Original,20 min per ep,20.0,PG-13 - Teens 13 or older,9635.0,11519,3,247.0,1468
33218,Kimi no Koe wo Todoketai,Your Voice -KIMIKOE-,きみの声をとどけたい,6.97,Drama,Drama,Movie,1,"Aug 25, 2017",2017-08-25,2017.0,UNKNOWN,Finished Airing,"Lantis, Tohokushinsha Film Corporation, GYAO!, Kadokawa",UNKNOWN,Madhouse,Original,1 hr 34 min,94.0,PG-13 - Teens 13 or older,4085.0,3422,52,7591.0,37198
506,Glass no Kamen,UNKNOWN,ガラスの仮面,7.35,"Drama, Romance",Drama,TV,23,"Apr 9, 1984 to Sep 24, 1984",1984-04-09,1984.0,spring 1984,Finished Airing,Studio Jack,Maiden Japan,Eiken,Manga,24 min per ep,24.0,PG-13 - Teens 13 or older,2270.0,6353,43,2616.0,8873
37704,High School Fleet Movie,UNKNOWN,劇場版 ハイスクール・フリート,7.64,Action,Action,Movie,1,"Jan 18, 2020",2020-01-18,2020.0,UNKNOWN,Finished Airing,Aniplex,UNKNOWN,A-1 Pictures,Original,1 hr 43 min,103.0,PG-13 - Teens 13 or older,1285.0,5001,79,5285.0,16091
22687,Terra Formars,Terraformars,TERRA FORMARS [テラフォーマーズ],7.0,"Action, Horror, Sci-Fi",Action,TV,13,"Sep 27, 2014 to Dec 20, 2014",2014-09-27,2014.0,fall 2014,Finished Airing,"Warner Bros. Japan, SANZIGEN, Ultra Super Pictures, MAGES., Good Smile Company, Shueisha, Animatic",VIZ Media,LIDENFILMS,Manga,24 min per ep,24.0,R - 17+ (violence & profanity),3986.0,1002,629,113815.0,224644
9342,Twinkle Nora Rock Me!,UNKNOWN,トゥインクル NORA(ノーラ) ロック・ミー!,2.98,"Action, Sci-Fi",Action,OVA,1,"Nov 21, 1985",1985-11-21,1985.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Filmlink International,Manga,29 min,29.0,PG-13 - Teens 13 or older,12686.0,8299,13,2475.0,4570
64,Rozen Maiden,Rozen Maiden,ローゼンメイデン,7.41,"Action, Comedy, Drama",Action,TV,12,"Oct 8, 2004 to Dec 24, 2004",2004-10-08,2004.0,fall 2004,Finished Airing,"Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack","Sentai Filmworks, Geneon Entertainment USA",Nomad,Manga,24 min per ep,24.0,PG-13 - Teens 13 or older,2053.0,1120,1936,95684.0,199570
10821,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,UNKNOWN,映画 スイートプリキュア♪ とりもどせ! 心がつなぐ奇跡のメロディ♪,7.01,Fantasy,Fantasy,Movie,1,"Oct 29, 2011",2011-10-29,2011.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Original,1 hr 11 min,71.0,G - All Ages,3970.0,7604,1,2209.0,5642
6098,Sora no Manimani,At The Mercy of The Sky,宙のまにまに,7.06,"Comedy, Romance",Comedy,TV,12,"Jul 7, 2009 to Sep 22, 2009",2009-07-07,2009.0,summer 2009,Finished Airing,"Sony Pictures Entertainment, Marvelous, Lantis, Pony Canyon, AT-X, Delfi Sound",UNKNOWN,Studio Comet,Manga,24 min per ep,24.0,PG-13 - Teens 13 or older,3710.0,3176,64,17150.0,42523
50740,Hanako,Hanako,花子,5.76,Supernatural,Supernatural,Movie,1,Not available,,,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,4 min,4.0,PG-13 - Teens 13 or older,9836.0,11503,2,908.0,1475
38513,Rape Gouhouka!!!,UNKNOWN,レイプ合法化っ!!!,5.86,Hentai,Hentai,ONA,2,"Sep 14, 2018 to Sep 21, 2018",2018-09-14,2018.0,UNKNOWN,Finished Airing,SELFISH,UNKNOWN,UNKNOWN,Other,15 min per ep,15.0,Rx - Hentai,12702.0,7317,18,2877.0,6238
744,Trouble Chocolate,UNKNOWN,トラブルチョコレート,6.5,"Comedy, Romance, Sci-Fi",Comedy,TV,20,"Oct 8, 1999 to Mar 24, 2000",1999-10-08,1999.0,fall 1999,Finished Airing,Robot Communications,VIZ Media,AIC,Radio,23 min per ep,23.0,G - All Ages,6360.0,7614,17,1987.0,5623
39273,Channeler,CHANNELER,CHANNELER,5.29,UNKNOWN,,Movie,1,"Feb 14, 2012",2012-02-14,2012.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,5 min,5.0,G - All Ages,11382.0,17582,0,114.0,275
54778,Hawk no Onayami Soudanshitsu Special,UNKNOWN,ホークのお悩み相談室 Special,5.45,Comedy,Comedy,Special,1,"Sep 25, 2020",2020-09-25,2020.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Studio Deen,Manga,30 sec,0.5,PG-13 - Teens 13 or older,10931.0,16304,0,107.0,368
17957,Hello Kitty no Papa Nante Daikirai,UNKNOWN,ハローキティのパパなんて大きらい,5.6,Slice of Life,Slice of Life,OVA,1,"Mar 21, 1994",1994-03-21,1994.0,UNKNOWN,Finished Airing,Sanrio,UNKNOWN,UNKNOWN,Unknown,20 min,20.0,G - All Ages,10450.0,15219,1,124.0,467
7004,Shin Calimero,Calimero (1992),新 カリメロ,6.16,Comedy,Comedy,TV,52,"Oct 15, 1992 to Sep 9, 1993",1992-10-15,1992.0,fall 1992,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Other,21 min per ep,21.0,G - All Ages,8069.0,10102,2,1093.0,2402
4948,Shounen Sarutobi Sasuke,The Adventures of Little Samurai,少年猿飛佐助,5.87,"Adventure, Fantasy",Adventure,Movie,1,"Dec 25, 1959",1959-12-25,1959.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Toei Animation,Original,1 hr 22 min,82.0,PG - Children,9436.0,10863,5,758.0,1888
41102,Suna no Akari,Lights of Sand,砂の灯,5.47,Fantasy,Fantasy,Movie,1,"Jun 28, 2017",2017-06-28,2017.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Gainax,Original,3 min,3.0,G - All Ages,10870.0,16034,2,162.0,390
9806,Qin Shi Mingyue: Bai Bu Fei Jian,Qin's Moon: Hundred Steps Flying Sword,秦时明月之百步飞剑,6.22,"Action, Fantasy",Action,TV,10,"Feb 14, 2007 to Feb 23, 2007",2007-02-14,2007.0,winter 2007,Finished Airing,UNKNOWN,UNKNOWN,Sparkly Key Animation Studio,Novel,22 min per ep,22.0,PG-13 - Teens 13 or older,7759.0,9026,16,612.0,3492
23213,Kantoku Fuyuki Todoki,Insufficient Direction,監督不行届,5.88,"Comedy, Slice of Life",Comedy,TV,13,"Apr 4, 2014 to Jul 4, 2014",2014-04-04,2014.0,spring 2014,Finished Airing,UNKNOWN,UNKNOWN,DLE,Manga,3 min per ep,3.0,PG-13 - Teens 13 or older,9368.0,7013,4,2664.0,6921
357,Bokusatsu Tenshi Dokuro-chan,Bludgeoning Angel Dokuro-chan,撲殺天使ドクロちゃん,6.54,"Comedy, Ecchi",Comedy,OVA,4,"Mar 13, 2005 to Sep 22, 2005",2005-03-13,2005.0,UNKNOWN,Finished Airing,"Geneon Universal Entertainment, Showgate","Media Blasters, Discotek Media","Hal Film Maker, Nomad",Light novel,26 min per ep,26.0,R - 17+ (violence & profanity),6107.0,1141,772,107344.0,193846
41339,Blue: Line Step Brush,UNKNOWN,BLUE - l i n e・s t e p・b r u s h -,5.7,"Drama, Slice of Life",Drama,ONA,1,"Feb 14, 2020",2020-02-14,2020.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Wit Studio,Original,1 min,1.0,G - All Ages,10060.0,11061,3,528.0,1737
16564,84 Taekwon V,Robot Taekwon V 84,'84 태권V,4.8,"Action, Sci-Fi",Action,Movie,1,"Aug 3, 1984",1984-08-03,1984.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,1 hr 18 min,78.0,PG - Children,12195.0,14216,0,191.0,610
10758,Momotarou,UNKNOWN,桃太郎,5.44,Drama,Drama,Movie,1,"Mar 1, 1918",1918-03-01,1918.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Original,Unknown,23.0,G - All Ages,10958.0,13945,0,155.0,665
23909,Hoshi no Yuuenchi,UNKNOWN,ほしのゆうえんち,4.78,"Adventure, Sci-Fi",Adventure,OVA,1,"Oct 14, 1989",1989-10-14,1989.0,UNKNOWN,Finished Airing,Gakken,UNKNOWN,UNKNOWN,Unknown,17 min,17.0,G - All Ages,12235.0,15096,0,196.0,483
2308,Lime-iro Ryuukitan X,UNKNOWN,"らいむいろ流奇譚 X CROSS ～恋, 教ヘテクダサイ.～",5.68,"Drama, Supernatural, Ecchi",Drama,TV,13,"Jan 5, 2005 to Mar 30, 2005",2005-01-05,2005.0,winter 2005,Finished Airing,KSS,UNKNOWN,A.C.G.T.,Visual novel,25 min per ep,25.0,R+ - Mild Nudity,10130.0,8223,5,998.0,4678
29649,Tsuiseki,Chase,追跡,4.77,Avant Garde,Avant Garde,Movie,1,1966,1966-01-01,1966.0,UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,UNKNOWN,Unknown,3 min,3.0,G - All Ages,12234.0,15764,0,182.0,412
2384,Yakusai Kochou,Demon Fighter Kocho,厄災仔寵 [やくさいこちょう],5.32,"Comedy, Supernatural, Ecchi",Comedy,OVA,1,"May 21, 1997",1997-05-21,1997.0,UNKNOWN,Finished Airing,UNKNOWN,Media Blasters,Anime R,Manga,30 min,30.0,R+ - Mild Nudity,11300.0,9901,4,1127.0,2574
