id,title,budget,revenue,runtime,popularity,release_date,original_language,status,genres
4792,Pokémon: Pikachu's Rescue Adventure,1,25222,23.0,6.0,1999-07-17,ja,Movie,"Adventure, Comedy, Fantasy"
13139,Gakkatsu!,25,7250,5.0,7.0,2012-04-03,ja,TV,Comedy
1579,La corda d'oro: primo passo,25,96238,24.0,869.0,2006-10-02,ja,TV,"Comedy, Drama, Romance"
2258,Choro Q Dagram,1,1054,8.0,1.0,1983-07-09,ja,Movie,"Action, Comedy, Sci-Fi"
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,1,17786,7.0,20.0,2006-04-27,ja,Special,"Comedy, Mystery"
3624,Once Upon a Time... Life,26,2695,25.0,9.0,1986-01-01,ja,OVA,Adventure
2374,Shusaku,3,2854,27.0,3.0,1999-02-26,ja,OVA,Hentai
9744,Issho ni Training Ofuro: Bathtime with Hinako & Hiyoko,1,10891,35.0,20.0,2010-12-24,ja,OVA,"Sports, Ecchi"
11065,Shoukoujo The Animation,2,8982,26.0,33.0,2011-10-28,ja,OVA,Hentai
52274,The Tale of Outcasts,13,34982,23.0,105.0,2023-01-08,ja,TV,"Action, Fantasy"
39478,Attack on Titan in the Dome: Soldiers' Starry Sky,1,19337,20.0,18.0,2017-05-20,ja,Movie,UNKNOWN
11031,Vampire,2,6567,27.0,20.0,2011-09-16,ja,OVA,"Supernatural, Hentai"
9944,Hime Gal♥Paradise,9,1472,11.0,5.0,2010-12-28,ja,OVA,UNKNOWN
33718,Cocktail Prince: Making Love!!,1,995,2.0,1.0,2016-07-21,ja,Music,UNKNOWN
30727,Saekano: How to Raise a Boring Girlfriend .flat,11,351978,22.0,1671.0,2017-04-14,ja,TV,"Comedy, Romance, Ecchi"
48814,Blue,1,259,4.0,0.0,2021-04-24,ja,Music,UNKNOWN
30344,THE IDOLM@STER CINDERELLA GIRLS 2nd SEASON,12,35555,24.0,145.0,2015-07-18,ja,TV,"Comedy, Drama"
574,The Wings of Rean,6,3981,24.0,1.0,2005-12-16,ja,ONA,"Award Winning, Fantasy, Sci-Fi"
5075,Brave Police J-Decker,48,3674,24.0,56.0,1994-02-05,ja,TV,"Action, Adventure, Sci-Fi"
8285,Ai no Senshi Rainbowman,22,1164,25.0,6.0,1982-10-10,ja,TV,"Action, Adventure, Sci-Fi"
23151,Shounen Hollywood: Holly Stage for 49,13,15410,24.0,25.0,2014-07-06,ja,TV,Slice of Life
2282,In The Beginning: The Bible Stories,26,1894,24.0,8.0,1997-04-01,ja,TV,UNKNOWN
19815,"No Game, No Life",12,2305805,23.0,47444.0,2014-04-09,ja,TV,"Comedy, Fantasy, Ecchi"
12139,Wanpaku Tanteidan,35,846,25.0,1.0,1968-02-01,ja,TV,"Action, Mystery"
34955,The Bear Brothers,1,430,11.0,0.0,1932-01-01,ja,Movie,Adventure
1124,Crest of the Stars: Birth,1,8536,25.0,11.0,2000-08-25,ja,Special,"Romance, Sci-Fi"
17082,Aiura,12,85822,4.0,170.0,2013-04-10,ja,TV,"Comedy, Slice of Life"
49722,Teasing Master Takagi-san: The Movie,1,58982,73.0,633.0,2022-06-10,ja,Movie,UNKNOWN
6889,Time Bokan Series: Zenderman,52,1049,24.0,1.0,1979-02-03,ja,TV,"Action, Adventure, Comedy, Sci-Fi"
7551,Goliath the Super Fighter,36,904,25.0,1.0,1976-04-04,ja,TV,"Action, Adventure, Sci-Fi"
14249,Ribbon no Kishi (1999),1,676,8.0,1.0,1999-12-04,ja,Movie,Adventure
56,Avenger,13,17396,24.0,20.0,2003-10-02,ja,TV,"Adventure, Fantasy, Sci-Fi"
8603,Tegami: Haikei Juugo no Kimi e,1,1060,4.0,1.0,2008-08-01,ja,Music,Slice of Life
5337,Bakugan: New Vestroia,52,64346,24.0,194.0,2010-03-02,ja,TV,"Adventure, Fantasy"
37074,Daremo Shiranai,1,288,2.0,0.0,1961-04-03,ja,Music,UNKNOWN
10469,Sayonara Zetsubou Sensei Special,1,18214,24.0,7.0,2012-01-31,ja,Special,"Comedy, Mystery"
15535,Yumekuri,1,7474,6.0,3.0,2012-11-28,ja,OVA,Slice of Life
2460,Maison Ikkoku: Kanketsu-hen,1,7133,66.0,5.0,1988-02-06,ja,Movie,"Comedy, Drama, Romance"
1505,Detective Conan Movie 09: Strategy Above the Depths,1,47868,110.0,22.0,2005-04-09,ja,Movie,"Adventure, Comedy, Mystery"
42959,Yatogame-chan Kansatsu Nikki Sansatsume,12,14046,3.0,16.0,2021-01-10,ja,TV,"Comedy, Slice of Life"
44211,Rikujoubu Joshi wa Ore no Nama Onaho!!! The Animation,2,4996,17.0,13.0,2021-02-26,ja,OVA,Hentai
3393,Dark,2,2740,31.0,8.0,2000-09-15,ja,OVA,Hentai
37511,Kedamono Damono,1,1911,4.0,0.0,2018-03-15,ja,Music,UNKNOWN
36669,Yadokari,1,360,2.0,0.0,2011-10-03,ja,ONA,UNKNOWN
30669,Why Re-Mix 2002,1,408,3.0,0.0,2002-01-01,ja,Movie,Avant Garde
42908,Natsu wo Ikiru,1,238,4.0,0.0,2020-08-07,ja,Music,UNKNOWN
37562,Robot Girls Neo,3,1607,7.0,0.0,2018-08-18,ja,ONA,Comedy
9392,Young Jack and the Witch,1,789,80.0,1.0,1967-03-19,ja,Movie,"Adventure, Fantasy"
52104,Boku wa Chiisana Succubus no Shimobe,1,3519,20.0,21.0,2022-08-05,ja,OVA,"Supernatural, Hentai"
1084,I''s,2,9963,29.0,7.0,2002-12-09,ja,OVA,"Drama, Romance"
10882,Ghost Messenger,2,2221,35.0,0.0,2010-12-21,ja,OVA,"Action, Supernatural"
34777,91 Days: Shoal of Time/All Our Yesterdays/Tomorrow and Tomorrow,1,52866,24.0,30.0,2017-07-05,ja,Special,"Action, Drama"
51490,Make Money To Be King,60,1103,7.0,3.0,2022-07-05,ja,ONA,"Action, Fantasy"
30237,Hyakka Ryouran: Samurai After Specials,2,10299,4.0,6.0,2015-01-23,ja,Special,Ecchi
5538,Letter Bee: Light and Blue Night Fantasy,1,14325,27.0,11.0,2008-11-24,ja,Special,"Adventure, Fantasy"
39781,Keep Calm and Carry On,1,297,1.0,0.0,2014-10-14,ja,ONA,Fantasy
31927,Phantom of the Kill: Zero kara no Hangyaku,1,10280,21.0,6.0,2016-04-07,ja,Movie,"Action, Adventure, Fantasy"
644,Honey and Clover Specials,2,30653,22.0,43.0,2005-12-23,ja,Special,"Comedy, Drama, Romance"
21523,Baku Tech! Bakugan Gachi,39,2153,5.0,0.0,2013-04-06,ja,TV,Action
11067,Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,2,9571,28.0,32.0,2011-10-28,ja,OVA,Hentai
33898,Torikaekko Please,1,2124,4.0,6.0,1998-02-10,ja,Music,UNKNOWN
32806,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,1,3569,27.0,5.0,2016-08-13,ja,Movie,Slice of Life
33193,Shi Wan Ge Leng Xiaohua,12,786,7.0,1.0,2012-07-11,ja,ONA,Comedy
4214,Rosario + Vampire Capu2,13,407779,24.0,1106.0,2008-10-02,ja,TV,"Comedy, Fantasy, Romance, Ecchi"
27825,Dragon Nest: Warriors' Dawn,1,5036,90.0,26.0,2014-07-31,ja,Movie,"Action, Adventure, Fantasy"
10488,Shocking Pink!,2,10573,16.0,24.0,2011-06-24,ja,OVA,Hentai
48875,Lighter & Skirt,13,2040,14.0,22.0,2021-08-08,ja,ONA,"Drama, Romance"
49318,That Time I Got Reincarnated as a Slime Season 2: Tales - Veldora's Journal 2,1,49289,23.0,279.0,2021-06-29,ja,Special,"Action, Adventure, Comedy, Fantasy"
35338,Saekano: How to Raise a Boring Girlfriend .flat - Fan Service of Love and Pure heart,1,120247,22.0,140.0,2017-04-06,ja,Special,"Comedy, Romance, Ecchi"
10319,Chou Dendou Robo Tetsujin 28-gou FX,47,1215,24.0,2.0,1992-04-05,ja,TV,"Action, Adventure, Sci-Fi"
37520,Dororo,24,1146925,24.0,19476.0,2019-01-07,ja,TV,"Action, Adventure, Supernatural"
7160,Leave it to Mecha-Doc,30,2520,23.0,10.0,1984-09-01,ja,TV,"Action, Comedy, Mystery"
25687,Digimon Adventure tri. Reunion,1,111613,89.0,250.0,2015-11-21,ja,Movie,"Action, Adventure, Comedy, Drama"
2084,NG Knight Ramune & 40,38,3673,22.0,25.0,1990-04-06,ja,TV,"Action, Adventure, Comedy, Fantasy"
2130,Princess Resurrection,25,77754,24.0,209.0,2007-04-13,ja,TV,"Action, Comedy, Horror, Supernatural"
34009,To Be Hero,12,61523,11.0,168.0,2016-10-05,ja,TV,Comedy
16187,"Marriage Blue: ""Konyakusha ga Iru no ni, Doushite Konna Otoko ni......""",1,5088,25.0,11.0,2013-03-22,ja,OVA,Hentai
4350,Legend of the Wolf Woman,2,2985,26.0,4.0,2003-08-27,ja,OVA,"Horror, Sci-Fi, Supernatural, Hentai"
2167,Clannad,23,1371535,24.0,27253.0,2007-10-05,ja,TV,"Drama, Romance, Supernatural"
19633,Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,1,4045,17.0,18.0,2013-09-20,ja,OVA,Hentai
387,Haibane Renmei,13,272068,24.0,7306.0,2002-10-10,ja,TV,"Drama, Fantasy, Mystery"
43318,Because,1,272,4.0,0.0,2020-09-01,ja,Music,Avant Garde
727,Goldfish Warning!,54,3303,24.0,20.0,1991-01-12,ja,TV,Comedy
50287,The Vampire Dies in No Time Season 2,12,27952,23.0,111.0,2023-01-09,ja,TV,"Comedy, Supernatural"
33948,Hinako Note,12,103808,23.0,208.0,2017-04-07,ja,TV,"Comedy, Slice of Life"
14095,Kamen Rider Fourze x Crayon Shin-chan,4,1371,0.5,0.0,2012-04-13,ja,Special,"Action, Comedy"
35757,The Silver Guardian 2,6,56673,24.0,68.0,2018-01-13,ja,TV,"Adventure, Fantasy"
23487,Witch Craft Works Specials,6,15161,5.0,11.0,2014-03-26,ja,Special,Comedy
18115,Magi: The Kingdom of Magic,25,814514,25.0,7595.0,2013-10-06,ja,TV,"Action, Adventure, Fantasy"
48952,Twisted-Wonderland 1st Anniversary PV,1,1267,2.0,9.0,2021-03-17,ja,ONA,Supernatural
28511,Precure All Stars Movie: Haru no Carnival♪,1,3486,74.0,3.0,2015-03-14,ja,Movie,"Action, Comedy, Fantasy"
3056,Natural,2,2208,28.0,0.0,1999-02-25,ja,OVA,Hentai
32158,Mobile Suit Gundam-san,10,1294,3.0,0.0,2015-12-05,ja,Movie,Comedy
29557,For the Kingdom,1,506,7.0,0.0,1928-01-01,ja,Movie,UNKNOWN
21881,Sword Art Online II,24,1902495,23.0,9227.0,2014-07-05,ja,TV,"Action, Adventure, Fantasy, Romance"
32555,Magic of Stella,12,39062,23.0,59.0,2016-10-03,ja,TV,Comedy
9617,K-ON! The Movie,1,316910,110.0,2677.0,2011-12-03,ja,Movie,"Award Winning, Comedy"
2837,Ariel Deluxe,2,1767,42.0,2.0,1991-01-21,ja,OVA,"Action, Comedy, Sci-Fi"
35180,March Comes In Like A Lion 2nd Season,22,383674,25.0,14837.0,2017-10-14,ja,TV,Drama
32946,Ace Attorney 6 Prologue,1,5045,8.0,8.0,2016-03-17,ja,ONA,Mystery
7843,For Almost Forgotten Stories,1,1371,9.0,3.0,1994-01-01,ja,Movie,Avant Garde
31422,Minami Kamakura High School Girls Cycling Club,12,20833,23.0,16.0,2017-01-07,ja,TV,Sports
41709,Ibitsu,1,232,3.0,0.0,2003-01-01,ja,Music,UNKNOWN
19165,Fate/Zero Cafe,2,21416,10.0,13.0,2013-07-13,ja,Movie,Comedy
458,I Dream of Mimi,3,9423,27.0,19.0,1997-04-25,ja,OVA,"Comedy, Sci-Fi, Ecchi"
36194,Starship Troopers: Traitor of Mars,1,2696,100.0,2.0,2018-02-10,ja,Movie,"Action, Sci-Fi"
42784,Shu Ling Ji,30,633,10.0,2.0,2019-09-10,ja,ONA,UNKNOWN
3258,Lily C.A.T.,1,9027,67.0,10.0,1987-09-01,ja,OVA,"Horror, Sci-Fi"
4421,Moetan,2,5705,26.0,2.0,2007-12-21,ja,Special,"Comedy, Ecchi"
55339,Mashle: Magic and Muscles - Mash Burnedead and the Mysterious Letter,1,3828,23.0,10.0,2023-05-20,ja,Special,"Action, Comedy, Fantasy"
34406,Punpun Polka,1,435,1.0,0.0,1961-08-10,ja,Music,UNKNOWN
51572,Error,1,387,3.0,0.0,2019-07-31,ja,Music,Sci-Fi
901,Dragon Ball Z: Broly - The Legendary Super Saiyan,1,156021,76.0,170.0,1993-03-06,ja,Movie,"Action, Adventure, Comedy, Fantasy, Sci-Fi"
9906,Sue Cat,40,729,13.0,3.0,1980-06-04,ja,TV,Adventure
4718,AIKa: Special Trial,1,7676,12.0,3.0,1998-05-25,ja,OVA,Ecchi
6234,True Tears: Mini Chara 4-koma Gekijou,7,10707,0.5,4.0,2008-03-25,ja,Special,Comedy
2591,Samurai Shodown The Motion Picture,1,3747,68.0,1.0,1994-09-18,ja,Special,Adventure
7953,Defend Love,1,2277,4.0,0.0,2009-12-15,ja,Music,"Adventure, Fantasy, Romance, Sci-Fi, Supernatural"
35328,BOY's LOVE Nitro+CHiRAL,5,2276,4.0,4.0,2017-04-01,ja,ONA,Comedy
50021,Ancient Girls Frame,12,3294,24.0,6.0,2021-10-11,ja,ONA,"Action, Sci-Fi"
44983,Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario?,1,70968,27.0,203.0,2021-04-28,ja,OVA,"Adventure, Comedy, Fantasy, Ecchi"
42158,Wangu Xian Qiong IV: Yin Yue Cheng Pian,12,828,17.0,2.0,2020-04-16,ja,ONA,"Action, Adventure, Fantasy"
5449,Chibi Kero: Secret of the Kero Ball!?,1,1397,17.0,2.0,2007-03-17,ja,Special,Comedy
30206,Amagi Brilliant Park: No Time to Take It Easy!,1,94721,23.0,33.0,2015-06-26,ja,Special,"Comedy, Fantasy"
1018,Orphen 2: Revenge,23,17949,24.0,21.0,1999-10-02,ja,TV,"Adventure, Comedy, Fantasy"
3772,Cubix,26,4669,23.0,6.0,2001-08-11,ja,TV,Sci-Fi
2371,Crimson Climax,3,4896,30.0,16.0,2003-02-21,ja,OVA,Hentai
2768,CLAMP in Wonderland 2,1,19941,5.0,26.0,2007-10-26,ja,Music,"Action, Comedy, Drama, Fantasy, Romance"
51064,Black Summoner,12,192611,23.0,980.0,2022-07-09,ja,TV,"Action, Fantasy"
38054,Pop in Q Dance MV,1,752,1.0,0.0,2017-06-02,ja,Music,UNKNOWN
49090,Haru wo Irodoru,1,481,6.0,4.0,2015-01-01,ja,Movie,"Drama, Supernatural"
33531,Last Hope,26,38563,23.0,42.0,2018-03-29,ja,TV,Sci-Fi
455,Fantastic Children,26,32481,24.0,288.0,2004-10-05,ja,TV,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Suspense"
15951,Amagami SS+ Plus Picture Drama,2,19592,7.0,18.0,2012-10-03,ja,Special,Romance
11995,Guilstein,1,1188,91.0,1.0,2002-06-15,ja,Movie,"Action, Horror, Sci-Fi"
42500,I'm Home! Chibi Godzilla,12,467,0.5,0.0,2020-07-15,ja,ONA,"Fantasy, Slice of Life"
19519,Dream Creator feat. GUMI,1,1289,3.0,1.0,2013-07-05,ja,Music,UNKNOWN
41567,Isekai Quartet Movie: Another World,1,76118,112.0,111.0,2022-06-10,ja,Movie,"Comedy, Fantasy"
15095,Shin Koihime†Musou OVA Omake,1,1903,12.0,0.0,2010-07-07,ja,Special,"Adventure, Comedy, Fantasy, Ecchi"
1285,M.D. Geist,1,16074,44.0,84.0,1986-05-21,ja,OVA,"Action, Sci-Fi"
6692,Like A Mom,2,6862,29.0,26.0,2009-08-14,ja,OVA,Hentai
440,Revolutionary Girl Utena,39,207627,23.0,7878.0,1997-04-02,ja,TV,"Award Winning, Comedy, Drama, Fantasy, Mystery"
39823,Qin Shi Mingyue: Tian Xing Jiu Ge 2nd Season,30,1194,15.0,3.0,2019-04-24,ja,ONA,"Action, Fantasy"
187,Initial D Third Stage,1,167970,104.0,629.0,2001-01-13,ja,Movie,"Action, Drama, Romance"
17325,Ajin Senshi,1,1779,100.0,0.0,1990-11-17,ja,Movie,"Fantasy, Sci-Fi"
26183,Ikkitousen: Extravaganza Epoch,2,14695,25.0,10.0,2014-12-21,ja,OVA,"Action, Ecchi"
48305,Red Shoes and the Seven Dwarfs,1,950,92.0,5.0,2019-07-25,ja,Movie,"Comedy, Romance"
512,Kiki's Delivery Service,1,547722,103.0,5357.0,1989-07-29,ja,Movie,"Adventure, Award Winning, Comedy, Drama, Fantasy"
23583,Akage no Anne Specials,2,1189,45.0,0.0,2001-02-11,ja,Special,Drama
51149,Golden Douga Gekijou Specials,4,1125,0.4,0.0,2018-07-27,ja,Special,Comedy
3786,Evangelion: 3.0+1.0 Thrice Upon a Time,1,346511,155.0,6909.0,2021-03-08,ja,Movie,"Action, Award Winning, Drama, Sci-Fi, Suspense"
2278,Mahou Yuugi 3D,1,2068,30.0,1.0,2001-12-29,ja,OVA,Comedy
7771,Little Jumbo,1,710,28.0,0.0,1977-09-10,ja,Movie,Fantasy
8215,Genji Tsuushin Agedama,51,1711,25.0,8.0,1991-10-04,ja,TV,"Action, Comedy, Sci-Fi"
34176,Grimoire of Zero,12,260777,24.0,602.0,2017-04-10,ja,TV,"Action, Adventure, Fantasy"
3383,Orchid★Emblem,1,1687,45.0,3.0,1997-06-21,ja,OVA,Hentai
37215,The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,1,802,3.0,0.0,2017-08-12,ja,Special,Comedy
352,Motto! Ojamajo Doremi,50,20498,24.0,130.0,2001-02-04,ja,TV,"Comedy, Fantasy"
39164,Dramaturgy,1,5966,4.0,33.0,2017-10-10,ja,Music,UNKNOWN
43969,"Girlfriend, Girlfriend",12,334058,24.0,2292.0,2021-07-03,ja,TV,"Comedy, Romance"
4486,Getter Robo G,39,3069,24.0,7.0,1975-05-15,ja,TV,"Action, Sci-Fi"
55181,Tsurupeta Shugo Kishi Elfina Ochiru,2,1026,20.0,0.0,2023-04-14,ja,OVA,Hentai
53008,Nengajou 2021: Mugen Shougatsu,1,584,2.0,1.0,2021-01-02,ja,ONA,Slice of Life
10524,Duel Masters Victory,52,1434,10.0,2.0,2011-04-02,ja,TV,"Action, Adventure, Comedy, Fantasy"
10666,Fireball Special,1,2599,3.0,1.0,2009-08-19,ja,Special,"Comedy, Sci-Fi"
3622,Ikusa Otome Suvia,4,6067,27.0,21.0,2007-12-22,ja,OVA,"Fantasy, Hentai"
9890,Major: Message,1,29716,24.0,60.0,2010-12-17,ja,OVA,Sports
16610,No Littering,1,4655,1.0,0.0,2012-10-26,ja,ONA,"Comedy, Horror"
34974,Aragne: Sign of Vermillion,1,5025,73.0,13.0,2018-08-18,ja,Movie,"Fantasy, Horror, Mystery"
1927,Campus Special Investigator Hikaruon,1,3023,29.0,6.0,1987-01-28,ja,OVA,Action
48810,Battle Spirits: Mirage,4,896,24.0,4.0,2021-10-29,ja,ONA,"Adventure, Sci-Fi"
36752,Robotic Girl,1,487,4.0,0.0,2017-10-03,ja,Music,UNKNOWN
484,Saiyuki: Requiem,1,9764,95.0,19.0,2001-08-18,ja,Movie,"Adventure, Supernatural"
7058,The Betrayal Knows My Name,24,97623,23.0,969.0,2010-04-12,ja,TV,"Adventure, Boys Love, Drama, Fantasy"
16700,Higurashi no Naku Koro ni Kaku: Outbreak,1,68217,52.0,105.0,2013-08-15,ja,OVA,"Horror, Mystery, Suspense"
3620,Blue Seed Omake,14,3107,5.0,3.0,1995-01-21,ja,Special,Comedy
40656,Girls & Panzer: Saishuushou Part 2 Specials,3,7832,6.0,4.0,2020-02-27,ja,Special,Comedy
41632,METAMAN,12,1468,20.0,3.0,2020-04-07,ja,ONA,"Action, Sci-Fi"
33218,Your Voice -KIMIKOE-,1,37198,94.0,52.0,2017-08-25,ja,Movie,Drama
506,Glass no Kamen,23,8873,24.0,43.0,1984-04-09,ja,TV,"Drama, Romance"
37704,High School Fleet Movie,1,16091,103.0,79.0,2020-01-18,ja,Movie,Action
22687,Terraformars,13,224644,24.0,629.0,2014-09-27,ja,TV,"Action, Horror, Sci-Fi"
9342,Twinkle Nora Rock Me!,1,4570,29.0,13.0,1985-11-21,ja,OVA,"Action, Sci-Fi"
64,Rozen Maiden,12,199570,24.0,1936.0,2004-10-08,ja,TV,"Action, Comedy, Drama"
10821,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,1,5642,71.0,1.0,2011-10-29,ja,Movie,Fantasy
6098,At The Mercy of The Sky,12,42523,24.0,64.0,2009-07-07,ja,TV,"Comedy, Romance"
50740,Hanako,1,1475,4.0,2.0,,ja,Movie,Supernatural
38513,Rape Gouhouka!!!,2,6238,15.0,18.0,2018-09-14,ja,ONA,Hentai
744,Trouble Chocolate,20,5623,23.0,17.0,1999-10-08,ja,TV,"Comedy, Romance, Sci-Fi"
39273,CHANNELER,1,275,5.0,0.0,2012-02-14,ja,Movie,UNKNOWN
54778,Hawk no Onayami Soudanshitsu Special,1,368,0.5,0.0,2020-09-25,ja,Special,Comedy
17957,Hello Kitty no Papa Nante Daikirai,1,467,20.0,1.0,1994-03-21,ja,OVA,Slice of Life
7004,Calimero (1992),52,2402,21.0,2.0,1992-10-15,ja,TV,Comedy
4948,The Adventures of Little Samurai,1,1888,82.0,5.0,1959-12-25,ja,Movie,"Adventure, Fantasy"
41102,Lights of Sand,1,390,3.0,2.0,2017-06-28,ja,Movie,Fantasy
9806,Qin's Moon: Hundred Steps Flying Sword,10,3492,22.0,16.0,2007-02-14,ja,TV,"Action, Fantasy"
23213,Insufficient Direction,13,6921,3.0,4.0,2014-04-04,ja,TV,"Comedy, Slice of Life"
357,Bludgeoning Angel Dokuro-chan,4,193846,26.0,772.0,2005-03-13,ja,OVA,"Comedy, Ecchi"
41339,Blue: Line Step Brush,1,1737,1.0,3.0,2020-02-14,ja,ONA,"Drama, Slice of Life"
16564,Robot Taekwon V 84,1,610,78.0,0.0,1984-08-03,ja,Movie,"Action, Sci-Fi"
10758,Momotarou,1,665,23.0,0.0,1918-03-01,ja,Movie,Drama
23909,Hoshi no Yuuenchi,1,483,17.0,0.0,1989-10-14,ja,OVA,"Adventure, Sci-Fi"
2308,Lime-iro Ryuukitan X,13,4678,25.0,5.0,2005-01-05,ja,TV,"Drama, Supernatural, Ecchi"
29649,Chase,1,412,3.0,0.0,1966-01-01,ja,Movie,Avant Garde
2384,Demon Fighter Kocho,1,2574,30.0,4.0,1997-05-21,ja,OVA,"Comedy, Supernatural, Ecchi"
37404,Circus,1,351,1.0,0.0,2018-02-28,ja,Music,UNKNOWN
6133,Violence Gekiga Shin David no Hoshi: Inma Densetsu,1,717,41.0,0.0,1991-03-08,ja,OVA,Hentai
21861,Airy Me,1,4940,5.0,12.0,2013-07-17,ja,Movie,"Avant Garde, Award Winning, Drama, Horror"
36117,Breathless,1,357,1.0,0.0,2012-10-25,ja,Music,Avant Garde
37540,Kami no Ue no Pilot,1,259,4.0,0.0,2016-12-24,ja,Music,UNKNOWN
36636,Ankoku Cat VS,3,447,5.0,1.0,2011-01-21,ja,ONA,"Action, Comedy"
38525,Super Wings,52,405,12.0,1.0,2013-09-01,ja,TV,Adventure
1786,Sprite: Between Two Worlds,2,2746,40.0,1.0,1997-04-21,ja,OVA,"Comedy, Romance, Ecchi"
38481,A Certain Scientific Railgun T,25,219430,24.0,3220.0,2020-01-10,ja,TV,"Action, Fantasy, Sci-Fi"
32071,Gantz:O,1,95781,96.0,338.0,2016-10-14,ja,Movie,"Action, Drama, Horror, Sci-Fi"
1843,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,1,3209,22.0,2.0,2006-06-17,ja,Special,Drama
1235,Ichitaka's Delusion Diary,5,6810,1.0,2.0,2005-12-09,ja,Special,"Comedy, Romance, Ecchi"
22865,Invaders of the Rokujyoma!?,12,175907,23.0,410.0,2014-07-12,ja,TV,"Comedy, Supernatural"
9782,Five Numbers!,1,10551,24.0,3.0,2011-01-22,ja,OVA,"Mystery, Sci-Fi"
38986,Kimi ga Inakucha!,1,1002,1.0,1.0,2018-10-18,ja,Music,UNKNOWN
4357,Elle,2,2322,26.0,3.0,2001-04-25,ja,OVA,"Action, Sci-Fi, Hentai"
582,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,48,12458,8.0,137.0,1998-01-06,ja,TV,"Action, Comedy"
32311,Beautiful World,1,7945,2.0,12.0,2014-12-02,ja,Music,"Action, Drama, Sci-Fi"
2871,Bakunyuu Oyako,2,11350,29.0,59.0,2004-06-11,ja,OVA,Hentai
15783,Lupin III: Touhou Kenbunroku - Another Page,1,5009,90.0,0.0,2012-11-02,ja,Special,"Action, Adventure, Comedy, Mystery"
42487,Runway de Waratte Mini Anime,42,2350,0.8,0.0,2019-11-05,ja,ONA,Comedy
53642,Odd Taxi Picture Drama,1,874,9.0,0.0,2022-03-30,ja,Special,UNKNOWN
4052,Medabots Spirits,39,19663,22.0,17.0,2000-07-07,ja,TV,"Action, Adventure, Sci-Fi"
31378,Seraph of the End: Vampire Shahar,1,82274,23.0,117.0,2016-05-02,ja,OVA,"Action, Drama, Supernatural"
49202,Semantic Error,4,4794,4.0,37.0,2021-03-12,ja,ONA,"Boys Love, Slice of Life"
39098,Mahou no Ryouri: Kimi kara Kimi e,1,239,4.0,0.0,2010-04-01,ja,Music,UNKNOWN
39738,Mushishi Recap,1,3059,25.0,5.0,2006-05-08,ja,Special,"Mystery, Supernatural"
36229,Rainbow Signal: Hi-Fi Set,1,486,28.0,1.0,1985-02-01,ja,Music,"Fantasy, Romance"
5045,"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",1,9158,19.0,3.0,2008-12-22,ja,OVA,"Action, Comedy, Ecchi"
1430,Lupin III: The Castle of Cagliostro,1,111263,99.0,1295.0,1979-12-15,ja,Movie,"Action, Adventure, Award Winning, Comedy, Mystery"
30210,"Well, That's Glasses",1,462,5.0,0.0,2007-01-01,ja,Movie,Avant Garde
1056,Good Morning Call,1,6710,19.0,3.0,2001-08-02,ja,OVA,"Comedy, Drama, Romance"
571,Moldiver,6,4008,29.0,10.0,1993-02-25,ja,OVA,"Action, Romance, Sci-Fi"
48533,Survival of the Illest,1,460,5.0,1.0,2020-07-16,ja,Music,UNKNOWN
42078,Hakugin,1,1502,4.0,5.0,2020-02-28,ja,Music,Drama
2027,Wind: A Breath of Heart Specials,4,2030,12.0,0.0,2004-12-10,ja,Special,"Comedy, Romance"
9346,Battle Spirits: Brave,50,4105,24.0,18.0,2010-09-12,ja,TV,"Adventure, Sci-Fi"
1702,Square Of The Moon: The Night Is Coming!,4,3043,30.0,2.0,2002-04-25,ja,OVA,"Horror, Supernatural, Hentai"
38360,Drifters: The Outlandish Knight,1,24380,30.0,9.0,2018-11-30,ja,OVA,"Action, Adventure, Comedy, Fantasy"
38074,Tayo the Little Bus Season 4,26,299,11.0,0.0,2016-08-31,ja,TV,UNKNOWN
861,xxxHOLiC,24,309356,24.0,4392.0,2006-04-07,ja,TV,"Comedy, Drama, Mystery, Supernatural"
148,Diamond Daydreams,12,9050,24.0,10.0,2004-01-20,ja,TV,"Drama, Romance"
42506,World Witches Take Off!,12,11151,15.0,15.0,2021-01-13,ja,TV,Comedy
6275,Pokémon Mystery Dungeon: Explorers of Sky—Beyond Time and Darkness,1,10328,25.0,3.0,2009-04-12,ja,Special,"Adventure, Fantasy"
11749,Oshioki: Gakuen Reijou Kousei Keikaku,3,5841,17.0,11.0,2011-11-18,ja,OVA,Hentai
2524,Jungle De Ikou!,3,7324,28.0,11.0,1997-03-26,ja,OVA,"Action, Adventure, Comedy, Ecchi"
